name,keggId,formula,mass
MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol~Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L- lysyl-D-alanyl-D-alanine~Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine~undecaprenyldiphosphonato-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-L-lysyl-D-alanyl-D-alanine,C04851,C86H140N7O21P2~C86H143N7O21P2,1671.981095
"N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol~Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso- 2.6-diaminopimeloyl-D-alanyl-D-alanine~Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine~Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine~Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2.6-diaminopimeloyl-D-alanyl-D-alanine",C05897,C87H139N7O23P2~C87H143N7O23P2,1715.970915
acyl phosphatidylinositol mannoside tetra-mannose,,C84H155O34P,1739.013575
di-acyl phosphatidylinositol mannoside tri-mannose,,C94H175O30P,1815.190435
(KDO)2-lipid IVA~KDO(2)-lipid IV(A),C06025,C84H148N2O37P2~C84H154N2O37P2,1844.97038
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L- alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine~Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,C05894,C94H157N9O25P2,1874.076425
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L- alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine~Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine~undecaprenyldiphosphonato-N-acetyl-(N-acetylglucosaminyl)muramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C05893,C94H153N8O26P2~C94H156N8O26P2,1875.06044
acyl phosphatidylinositol mannoside penta-mannose,,C90H165O39P,1901.066375
"N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine~Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L- alanyl-D-glutamyl-meso-2.6-diaminopimeloyl-D-alanyl-D-alanine~Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala~Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2.6-diaminopimeloyl-D-ala-D-ala~Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine~Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2.6-diaminopimeloyl-D-alanyl-D-alanine~Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala",C05898,C95H152N8O28P2~C95H156N8O28P2,1919.05026
di-acyl phosphatidylinositol mannoside tetra-mannose,,C100H185O35P,1977.243235
(KDO)2-(lauroyl)-lipid IVA~KDO(2)-lipid IV(A) with laurate,C06251,C96H170N2O38P2~C96H176N2O38P2,2027.13744
acyl phosphatidylinositol mannoside hexa-mannose,,C96H175O44P,2063.119175
di-acyl phosphatidylinositol mannoside penta-mannose,,C106H195O40P,2139.296035
C78-alpha-mycolate-PP,,C143H259O11P,2183.944445
KDO(2)-lipid (A),C06026,C110H202N2O39P2,2237.3358
di-acyl phosphatidylinositol mannoside hexa-mannose,,C112H205O45P,2301.348835
sulfolipid-1,,C145H280O21S,2390.05618
galactan-decaprenylphosphate large complex,,C249H415NO166P2,6137.353025
arabinogalactan large complex,,C254H424NO173P3,6349.36158
arabinogalactan-decaprenylphosphate large complex,,C604H1054NO663P73,21189.96043
arabinogalactan-peptidoglycan large cell wall complex,,C1664H2711N210O1289P72,48488.407985
